cAmean1,cAmean2,cAmean3,cAmean4,cAmean5,cAmean6,cAmean7,cAmean8,cAstd1,cAstd2,cAstd3,cAstd4,cAstd5,cAstd6,cAstd7,cAstd8,cAmedian1,cAmedian2,cAmedian3,cAmedian4,cAmedian5,cAmedian6,cAmedian7,cAmedian8,cD2mean1,cD2mean2,cD2mean3,cD2mean4,cD2mean5,cD2mean6,cD2mean7,cD2mean8,cD2std1,cD2std2,cD2std3,cD2std4,cD2std5,cD2std6,cD2std7,cD2std8,cD2median1,cD2median2,cD2median3,cD2median4,cD2median5,cD2median6,cD2median7,cD2median8,cD4mean1,cD4mean2,cD4mean3,cD4mean4,cD4mean5,cD4mean6,cD4mean7,cD4mean8,cD4std1,cD4std2,cD4std3,cD4std4,cD4std5,cD4std6,cD4std7,cD4std8,cD4median1,cD4median2,cD4median3,cD4median4,cD4median5,cD4median6,cD4median7,cD4median8,target
-2.901961656967986e-05,-3.74230775911748e-05,-4.015666535350642e-05,-3.452634076812603e-05,-3.521960069657947e-05,-4.4459999341852355e-05,-3.307559172414611e-05,-3.479140536565511e-05,2.9773265846791363e-05,5.346005459973054e-05,8.056172252635062e-05,3.879401401342408e-05,3.36788742955731e-05,5.657546213383299e-05,3.352804182435142e-05,3.7523336847364624e-05,-3.1779282012333545e-05,-3.847074794165039e-05,-3.497552455174052e-05,-3.5905057439845295e-05,-3.640027570365342e-05,-3.6927751771918006e-05,-3.148608615700069e-05,-3.0858879337906494e-05,2.7580713435828046e-08,4.230862396313043e-07,7.161553477292316e-07,2.9996200228950597e-07,1.9737877867074795e-07,2.026665726459589e-07,-3.864874513278454e-09,1.6692697635617883e-10,4.413156868867089e-06,8.732426052480568e-06,1.4300012411640021e-05,5.495788321431255e-06,5.369776793385939e-06,5.844799973127708e-06,4.7523945381473286e-06,4.923007539283262e-06,-4.814191165058621e-22,3.407393225063399e-07,2.5172958873460497e-07,6.062646903595126e-08,5.541822413524942e-08,-9.96702797085256e-09,-4.814191165058621e-22,4.259336888032083e-10,8.26525364153939e-07,3.7587638869297584e-07,1.68883070849343e-06,-7.028995130842726e-07,-1.3128696380375273e-06,-2.2804061398869275e-06,4.827783529005985e-07,6.005772258956845e-07,1.5452457846906344e-05,3.0133593377773543e-05,4.799481401239488e-05,1.8398793891514688e-05,1.7681798052439517e-05,2.2214719184765843e-05,1.701686416765819e-05,1.811037508440755e-05,-1.1629415622795039e-07,8.535112288599708e-07,5.441488058182216e-06,-3.4046532072786684e-07,-1.1438949507677044e-06,-2.0835143311053455e-06,-4.920797552231379e-07,3.148097726205558e-06,1
-3.855965200021669e-05,-4.929164645200328e-05,-6.410053025273687e-05,-4.178518906858771e-05,-5.16640760297785e-05,-3.745581388681326e-05,-3.1983672045732434e-05,-3.520338973290524e-05,4.691414070304896e-05,6.0328462749687455e-05,0.00011798302984711146,4.496647984213221e-05,5.5150410989228285e-05,4.5854587151047256e-05,4.6615526282810964e-05,4.270299825000526e-05,-3.757750093754491e-05,-4.611021137144071e-05,-5.3368521573472605e-05,-4.8577413657355676e-05,-5.158920192608421e-05,-4.013004072379541e-05,-2.8711069746082685e-05,-3.1455213343975186e-05,-5.0623965418798403e-08,2.539345154203682e-07,-1.7516400443002614e-07,5.8132279552554605e-08,-2.75300276874564e-07,1.8233290356507023e-07,2.2739218405001044e-08,-1.498079335224209e-07,5.53544004506414e-06,7.706074964261014e-06,1.331143763719375e-05,5.323340500682908e-06,5.420881276265504e-06,6.247871780537431e-06,5.6110299466e-06,5.577074575337705e-06,-1.8052514281004113e-08,-9.628382330117242e-22,-3.499693583400106e-07,-5.089253456730755e-10,-4.0132559127581923e-08,0.0,-1.4720004115457671e-08,-5.5645263029080885e-08,-8.759506614893841e-08,-1.6411643266712952e-06,-4.789811238093245e-06,-2.8980987093836997e-06,-9.413151475252204e-08,-1.938281565710611e-06,-1.3071860706734795e-06,-1.6946089028672723e-06,2.1143712420974814e-05,2.63335532014113e-05,5.091106175874371e-05,1.8347514110024906e-05,1.8661288160053968e-05,2.2770679690630622e-05,2.2451028734086056e-05,2.180326034117005e-05,2.3731610496289262e-06,-3.144035294885293e-07,-3.6541115257970767e-06,-2.596008023852883e-06,4.646692457266554e-07,-2.6515148044346777e-06,-1.056237350806228e-06,-1.200395230705815e-06,1
-3.178174842422711e-05,-2.4970682570086772e-05,-3.077249242483855e-05,-3.0678147037422196e-05,-5.3427536062270516e-05,-5.125404071930416e-05,-3.9110382672469894e-05,-3.427535247379096e-05,4.723714473956046e-05,9.213142191071347e-05,0.00011006674188617998,0.00013883349327655287,0.0001504588591896941,0.00017508605496763442,5.064646565732945e-05,4.283144737157865e-05,-2.9033434967477927e-05,-2.6515609152088583e-05,-2.0682766166545066e-05,-3.190010069524578e-05,-7.110066103812171e-05,-5.34577566801979e-05,-4.0399208963007776e-05,-3.533875943370498e-05,-2.662918296644738e-07,-3.0458144135750855e-07,-1.180403008933177e-06,-9.930357998394681e-07,-8.140996526026732e-07,4.2674522253904723e-07,3.2906900885356703e-07,9.992848242422793e-09,6.2289919282495346e-06,1.2256556034369297e-05,1.584983657026405e-05,1.9784705281129528e-05,2.2154829505852524e-05,2.3905681863423545e-05,6.892370396802083e-06,5.858752656409978e-06,-1.0167828121371179e-07,-4.611514686078653e-09,-5.684963340214276e-07,-3.528505375553637e-07,-5.960337664309826e-08,8.305381447798872e-08,4.129975525176983e-08,-9.769853999702388e-09,-2.134193325321532e-06,-3.1133339291578214e-06,-9.30442558576872e-07,8.079047574764368e-06,-6.110659846171089e-07,-6.146711500251024e-06,-1.4416777060530483e-06,9.307499441891659e-07,2.41309363474374e-05,4.250135368211639e-05,5.4258016398213185e-05,6.837207370762761e-05,7.127536350134228e-05,9.672913634956948e-05,2.3565819072259167e-05,2.1777322852203432e-05,-8.243150702431001e-07,-2.9090241490143283e-06,1.4192507012607766e-06,1.5634970287691582e-06,4.066134399416891e-07,-8.496215730659844e-06,-2.8490245201279996e-06,7.707270307914666e-07,1
-3.726536350916473e-05,-5.592363688304841e-05,-3.522823353771624e-05,-3.939168204205492e-05,-3.2082252093566266e-05,-3.374459409132043e-05,-2.7588110113001068e-05,-3.3333155048503124e-05,5.556815856431224e-05,8.146665845985525e-05,5.999469438843963e-05,4.5746305671277486e-05,3.2783656980716494e-05,4.9178933697122605e-05,0.00013046862258367554,0.0001957586400849564,-3.5906471621526674e-05,-3.355785939342048e-05,-3.2872110917628374e-05,-3.752862030488859e-05,-3.3741338990033426e-05,-3.280351595625677e-05,-4.0407659961685955e-05,-1.5522325554333727e-05,2.518746018740618e-07,-3.308573832108872e-07,3.3495435950838055e-07,1.8222418446007387e-07,2.643551991797113e-07,1.3541679520205264e-07,3.3694206769954935e-07,5.445727801505286e-07,7.003554522499033e-06,8.639074725340936e-06,7.523105882921938e-06,6.045411957982784e-06,5.360485286541042e-06,6.424531252712399e-06,1.5661901622294858e-05,2.5828528928991945e-05,-2.75373458862949e-10,-1.8771812199299486e-07,-4.814191165058621e-22,1.0241967934169274e-09,1.5037810267330518e-09,1.1272408364702883e-09,8.077812454878787e-08,0.0,-3.709311723635874e-07,-4.0843500470477123e-07,-2.9984988460262183e-07,-4.18706733026958e-07,7.469645363960485e-07,-2.0825730693837875e-06,1.1241715825125955e-06,1.1518196813100064e-05,2.3655990890615362e-05,3.330202534206997e-05,2.2111067010946284e-05,2.1747407742241375e-05,2.073881974855843e-05,2.265116201734933e-05,4.463623284437697e-05,7.384949335015954e-05,2.7614430433595257e-07,-1.5595845638093996e-06,5.205461377587113e-07,-3.6938261049181267e-07,7.810412031039932e-07,-1.7289530185398233e-06,8.320973840539627e-08,3.428677251774648e-06,1
-3.4138906382916364e-05,-1.6419522352655467e-05,-2.2447095745552644e-05,-3.912793812385043e-05,-2.107154415243282e-05,-2.5136053446609126e-06,-2.547806994480383e-05,-3.557927954600094e-05,3.257025925604728e-05,8.981162939080347e-05,0.00011313395186916152,9.375421179782393e-05,0.00011526913987207492,0.00025853783884306357,6.413846256787086e-05,4.7338434932148856e-05,-3.718464694961549e-05,-1.7838020350804586e-05,-2.697692214799499e-05,-4.50897137818758e-05,-8.83355128334582e-06,-2.4318059691510598e-05,-1.957697034690806e-05,-3.882007646622818e-05,-2.7421322258737474e-07,-3.353282398879747e-07,-8.729782754816427e-07,1.563481820246174e-07,-3.0605633370893493e-07,-6.585724811088777e-07,-2.405243097728151e-07,-1.516323278817807e-07,5.186649646115353e-06,1.2411051472700622e-05,1.751271589178614e-05,1.2402509884655108e-05,1.527199837625006e-05,2.8300569299600365e-05,8.388216792282427e-06,6.492582334381793e-06,-1.0517864220168058e-09,-2.8681302244340306e-08,4.226126638442062e-09,2.550997213309521e-07,-7.368966977614758e-08,-9.795939771859826e-08,-1.2973807421120607e-07,-2.940255486809459e-09,-1.0831424050541483e-06,3.34185422676442e-06,3.799077494857818e-06,-5.720885743934392e-06,1.3961842776083985e-06,-3.0128596084236296e-06,1.0410555233396104e-06,-9.193060962857043e-07,1.673373428002492e-05,3.7376908063177294e-05,5.80759715703748e-05,4.440087451271868e-05,4.641814185249115e-05,0.00010044260721796327,2.931164056800369e-05,1.8226624248530378e-05,-7.375963518019623e-07,-1.8369141939667666e-08,-5.562770340230978e-06,-1.3073961377988023e-06,-4.762484487576e-06,-3.7751658043722543e-07,8.998314316526937e-07,-7.43920596072658e-07,1
-3.1229879858559514e-05,-3.942512038023033e-05,-3.823373501799351e-05,-3.281979704946413e-05,-3.7511714812437954e-05,-3.5018092328044016e-05,-3.3152871829038864e-05,-3.383588234627122e-05,3.893109328842266e-05,4.8679254474636824e-05,9.407530470043956e-05,0.00011775565908421322,5.251609447688681e-05,3.639510487853119e-05,3.761480232265507e-05,3.324739419156268e-05,-2.9176574673181095e-05,-3.9204675150946054e-05,-3.579410515101004e-05,-2.578245597614024e-05,-3.982064066078655e-05,-3.5551163095216225e-05,-3.166727734197452e-05,-3.4316876724025445e-05,2.863983887563626e-08,-1.791077569832978e-07,-7.013771929481935e-07,-7.065966988086821e-07,-1.9339987723858658e-07,6.733796106706577e-08,8.067417283203195e-08,2.4639321441035203e-07,5.468232961359408e-06,7.4819837607736164e-06,1.4744668854104534e-05,1.7692371759571118e-05,7.932514286172813e-06,5.097496255562321e-06,5.122786717311726e-06,5.062435052958801e-06,0.0,-2.3569510506584308e-08,-5.338712251996895e-07,-2.6734777366793523e-07,-7.460547538027302e-08,3.1462556928334124e-09,1.6720023115559743e-08,5.485460371701507e-08,1.2010912514339904e-06,3.801943491050517e-07,3.995546885696749e-06,8.056182841984212e-06,3.0031972943557704e-06,2.5422423360038146e-07,-1.1690383557400635e-06,9.672330270131496e-07,1.9440827072805754e-05,3.0447851712870026e-05,5.6868749073339284e-05,6.825892580338092e-05,2.8166399575954756e-05,1.979463696222547e-05,1.771432542641364e-05,2.0343677916379786e-05,1.1170409322385612e-06,1.9400548879990735e-06,2.105471771605432e-06,4.296036094512135e-06,2.70546365099956e-06,-1.8980497970657672e-06,-1.7982054048275873e-07,2.1200588722697577e-06,1
-3.347315518844803e-05,-4.5750092338829414e-05,-4.831015064279896e-05,-4.7820711204839514e-05,-2.9424327109800237e-05,-3.882894360411008e-05,-3.382636981326148e-05,-3.0378112325842085e-05,4.34819034973605e-05,7.112129516116382e-05,0.00010116400301141961,0.00013244617536609983,0.00013691299344502166,5.7470066502701854e-05,3.600060344299128e-05,3.1158689317098e-05,-3.605515656149877e-05,-4.3789800706538674e-05,-6.610524783357211e-05,-5.8153365583991984e-05,-2.088573167148967e-05,-4.9217804513180684e-05,-3.8671965642177944e-05,-2.8488220628380625e-05,5.736616845325135e-08,-3.646586209016255e-07,1.623349427009842e-08,1.2093863810011158e-06,1.845986641437083e-07,9.70555956641026e-08,1.724766825671916e-07,-1.9776357389688092e-07,6.609452527474598e-06,1.0855665695214429e-05,1.662341001960747e-05,2.3324310558425133e-05,1.9753351709876628e-05,9.053742806298492e-06,5.2768820329987555e-06,5.275815348648293e-06,1.224006696262026e-07,-1.5536496612792738e-07,-3.872910454172974e-09,1.139443811947676e-06,3.069429135164698e-07,-9.713683041678761e-08,8.538954540129736e-08,-2.5775386186250552e-08,-1.120419786258555e-06,-4.312158261023843e-06,-2.5267727245962996e-06,-9.348911777837698e-07,2.3205152633940796e-06,-1.2617211415316043e-06,1.0909951720730008e-06,-9.232054748360181e-07,2.5025388769587522e-05,3.717815457359045e-05,6.304935427553764e-05,8.087030912740812e-05,7.68115273515143e-05,2.9722982357547048e-05,1.676480301045229e-05,1.7795040883265972e-05,4.794995260357781e-07,-1.1252469947442703e-06,-7.975702290373087e-07,-8.500963357335668e-07,9.337107375905075e-07,-1.803256055889496e-06,2.5484910297738465e-06,-4.339983204751956e-07,1
-3.5277016914887955e-05,-3.952941604481274e-05,-4.8319617694271996e-05,-5.072642288083804e-05,-3.912390114462421e-05,-3.507929428072748e-05,-3.601769369861139e-05,-3.657668515077378e-05,4.038159356526717e-05,4.890347109112934e-05,9.95191966798404e-05,0.0001098808884227357,8.269382798500195e-05,4.409592303303556e-05,2.8635216315048613e-05,3.324694934770881e-05,-3.2806830188697434e-05,-4.2698643047992896e-05,-5.5078597243773104e-05,-5.584374665941586e-05,-3.4460256673322643e-05,-3.082401962981285e-05,-3.8417149851828735e-05,-3.6250213993466095e-05,2.1214395274158588e-07,-1.6943582013942971e-07,-5.219538159707977e-07,-5.938850536808892e-07,-4.210864708122381e-07,-8.564698892530845e-08,1.7095044910899908e-07,-1.8338509223516555e-08,5.925768443197324e-06,7.97119949777682e-06,1.5518124659181245e-05,1.594516251624284e-05,1.1865518293126276e-05,5.425860195947356e-06,4.146432322412568e-06,4.798502655311288e-06,7.210230800002845e-08,1.3082813593998515e-07,-1.194625493963927e-07,-2.8348629516345978e-09,-1.4489752968259618e-07,-7.510108949748231e-08,9.251307186864541e-08,-4.814191165058621e-22,-3.221581746063488e-07,1.5516670266468624e-07,-8.750866874533124e-08,3.26048043556478e-07,1.4638473251312157e-06,1.5000360387004519e-06,-9.159149856632549e-07,-6.575625277853746e-07,2.2489793406127484e-05,3.060105016702907e-05,6.103007375126193e-05,5.8192000827829167e-05,4.358766474509253e-05,2.5788725390041736e-05,1.4774244692763813e-05,1.6262445601535313e-05,-1.923789944613906e-06,9.52745527915379e-07,-1.8029394589138885e-06,3.343517405721735e-07,-1.941228057873655e-06,5.990594848432035e-07,-5.474385695285507e-08,-1.2918372780397576e-06,1
-3.592790139890913e-05,-5.159430730839575e-05,-5.637134098856112e-05,-7.234233697776456e-05,-5.770232988000426e-05,-5.265690795368081e-05,-3.678666662578706e-05,-3.353444515221087e-05,4.118443308104957e-05,6.78460130610688e-05,0.00011909234997212268,0.00013735705793721252,0.0001489263362951152,0.00014489523982841708,3.5741121221570205e-05,3.669824045589526e-05,-3.233741132826521e-05,-4.6523144333714876e-05,-5.072985697321055e-05,-5.9949947533112185e-05,-5.654097532545466e-05,-3.261854591736931e-05,-3.9125363654799364e-05,-2.9353196351205093e-05,-3.366794538120873e-07,-1.1918583891929356e-08,-4.0708503811081703e-07,-1.4924111160468434e-06,-2.534770213566307e-06,-2.043592511092656e-06,-2.4833090733429517e-07,-2.273444532377571e-07,6.907234700389808e-06,1.2484875587363796e-05,2.1759943349794188e-05,2.1765023930460548e-05,2.4914927210981275e-05,2.1219371210099238e-05,5.777795110092326e-06,5.5278924194021685e-06,-1.3063640662655334e-07,5.216182932493547e-08,4.5722521143638684e-08,1.57261797185157e-08,-1.1600137980802369e-06,-1.2757571603760934e-06,-2.8931082885241792e-08,-1.9200463971252793e-09,-1.940229026464107e-06,-6.257165900128628e-06,-5.389526371918452e-06,2.818267123234108e-07,3.857882950649027e-06,2.8238635214729827e-06,2.3113573533615612e-07,-9.030941498374312e-07,2.635307899307698e-05,4.307558992488376e-05,7.689534358901404e-05,8.617955483357767e-05,9.592912198666905e-05,7.165329376169187e-05,2.0750036788544392e-05,1.9030460042439177e-05,-1.5721684090149989e-06,-7.116219390121468e-06,-2.47242002617104e-06,2.728579193924017e-06,-2.146703487659332e-06,-1.110834815284265e-06,6.919172428994235e-08,-7.160451053055812e-07,1
-2.6169351893527436e-05,-4.225544250067718e-05,-3.7989154838560246e-05,-4.062861614161428e-05,-3.9603798465884496e-05,-3.55890998983918e-05,-3.523782646014258e-05,-1.0602358603156104e-05,9.450292232550412e-05,3.939987384670234e-05,3.966777663037291e-05,4.051777055740494e-05,6.00464157747512e-05,5.316470454900043e-05,5.529428400748482e-05,0.00029326343485826294,-3.7236142213889096e-05,-4.280797232123823e-05,-3.9869919794588436e-05,-3.9760103518836825e-05,-4.083472806236666e-05,-3.771563811780785e-05,-3.452757240374386e-05,-3.261242726981387e-05,1.475418860313873e-07,5.460937709259396e-08,-1.2974911974467286e-08,-2.927420331165127e-07,7.626232825191957e-08,-1.4149385990587032e-07,8.962792868190262e-08,-4.1870542571584803e-07,1.2351753362360399e-05,5.320531091831399e-06,4.982174658271164e-06,6.219221877390874e-06,6.775117532138661e-06,7.841686505329546e-06,8.40845086477058e-06,4.418043363255838e-05,1.1113061209542545e-07,-1.2028025859748629e-08,-1.3592763278987163e-08,1.3768672943105612e-09,1.3512507333611728e-08,1.6779877541939352e-09,-5.32502421995247e-09,7.541571927765052e-08,-3.4118682389219683e-06,2.647846955238798e-07,1.2910842091031453e-06,-1.0863477913522076e-06,7.596037243694572e-07,8.669214175233328e-07,-1.7507960688528349e-06,3.629298547012986e-06,4.565322550668504e-05,1.8433827716203003e-05,1.817905036915107e-05,2.209206426488837e-05,2.2773310324727365e-05,2.882998743705066e-05,3.090541453228061e-05,0.0001469404985888157,-5.443530217195336e-06,2.515646588093406e-07,4.506934803807452e-09,-2.8236695663563058e-06,-7.840445120529988e-07,-1.6017189655153185e-06,-1.6629106399029553e-06,5.201266984705464e-06,1
-3.7315691834911345e-05,-3.641121478910098e-05,-4.058006827367166e-05,-3.43480159541636e-05,-3.649631271994946e-05,-3.528435866494869e-05,-3.641890068554329e-05,-3.4749202660974654e-05,3.9800524695415356e-05,3.651600240751655e-05,5.921535436946775e-05,4.95822971587198e-05,4.180511797970749e-05,4.535188627168732e-05,3.70934596920246e-05,3.668596590074106e-05,-3.6999763825159646e-05,-3.94567406173513e-05,-4.070987209975972e-05,-3.576080051752201e-05,-4.0658437865297056e-05,-3.515359604027549e-05,-3.8658499140939255e-05,-3.386686307315506e-05,-7.833527057277214e-08,-1.4501714478629637e-07,4.5162811734634365e-07,-2.763187440971877e-07,-2.203811819750467e-07,-3.60510477795084e-07,-2.4242063932922007e-07,1.3619327833032364e-07,4.603819531616084e-06,5.802784990167061e-06,8.975326347822692e-06,7.303188593607377e-06,5.9168595225768205e-06,6.967662244462941e-06,6.04770298447054e-06,5.640087274921374e-06,-4.814191165058621e-22,3.774221943363535e-08,1.4331978863405553e-07,-8.503554691357129e-08,-4.814191165058621e-22,-2.363188611784459e-07,-5.521799693152768e-09,4.431002068020904e-08,-1.8426659406782092e-06,-1.6480175068406247e-07,-8.117415117893572e-07,-1.726507014354225e-06,1.4813063632368347e-07,-1.956030754778417e-06,-1.9068197193534545e-06,4.554771933591034e-07,1.4589054663502729e-05,1.8715501610621796e-05,3.225272967384551e-05,2.3977625331983102e-05,1.9669245261255804e-05,2.3487694785545615e-05,1.8830464563844815e-05,1.649645004354206e-05,-2.6742746653896215e-06,1.0076644655017961e-06,2.757905270845881e-06,-2.5208536669530774e-06,-1.6414655411278267e-06,-1.9333500341696164e-06,-2.2401115663963208e-07,6.252259248904686e-07,1
-3.349939819747563e-05,-4.6788107014557866e-05,-3.9452448185409834e-05,-3.763893730468413e-05,-3.097107958436872e-05,-5.837483431629661e-05,-3.498480532714749e-05,-3.51527938747146e-05,3.085044689606979e-05,3.919591827347324e-05,3.853984183591098e-05,3.352691310348487e-05,8.76748384841505e-05,0.0003529328949446649,4.8421423222591016e-05,4.008433989769931e-05,-3.5856164550003374e-05,-4.8194199953420107e-05,-4.287831110251789e-05,-3.353665305790427e-05,-4.017572902323753e-05,-7.817921895986071e-05,-3.785865982080978e-05,-3.915530264277101e-05,4.402579898598782e-08,1.5301317948574048e-07,-2.843341795248666e-09,2.241719903629273e-07,3.8914995211131903e-07,1.9371168656675993e-06,-2.56379037774663e-07,1.5060163994161786e-07,4.926548970920355e-06,5.6987250159402955e-06,5.91165176586846e-06,5.643353438856884e-06,1.2452203803535397e-05,5.2459885260687415e-05,6.480377030235774e-06,5.575087562358664e-06,1.4018696967789566e-08,1.0702305489343175e-07,-1.493160310411223e-08,1.811066163206964e-08,-1.3918586143584981e-07,-9.716803530097114e-08,-1.1779626477569456e-07,3.397759532106116e-08,1.1280992780264886e-06,-1.3534452357438672e-06,-5.47352294665612e-07,2.238510913702709e-07,-2.6711191457115645e-06,-6.708228877081935e-06,-2.0560191333034925e-06,7.328117511037733e-07,1.7818855565102645e-05,2.3274679202232862e-05,1.828787641980638e-05,2.1909953224432313e-05,3.822027067363396e-05,0.00015733132997867115,2.4883623552537982e-05,1.658267949234835e-05,3.994841229777437e-06,-3.591061504624575e-06,-6.673841247722721e-07,9.166496944008397e-07,-1.293959883777315e-06,-2.1495150438762644e-05,1.050510459052943e-07,5.180048335119588e-07,1
-3.8993772169596124e-05,-3.3831387162460134e-05,-4.891582376963698e-05,-3.438619910247392e-05,-1.531868550153866e-05,-2.532944354785618e-05,-3.517418529727688e-05,-4.061061959217808e-05,3.592264525928885e-05,0.000300090245367451,0.0001142167708710254,4.272356309124607e-05,0.0006319103058385975,0.0003041774104624007,4.454716726956376e-05,3.929170408062913e-05,-4.103175192564794e-05,-3.54250508785403e-05,-3.946929930558034e-05,-3.123087748753101e-05,-4.094011112756869e-05,-3.610661330009393e-05,-3.708081369985019e-05,-3.953272088762837e-05,-2.0704532643707472e-07,-4.6225104089221677e-07,-9.650751360711687e-07,-3.6389717857683055e-07,4.732903065055889e-08,4.411083419289015e-08,1.4262349268543222e-07,2.486563960097571e-07,5.073587123969113e-06,3.1440826856018114e-05,1.7035007589161547e-05,6.135828693102947e-06,4.9528450798474326e-05,9.285152919966206e-05,5.946913134948361e-06,4.785451750502431e-06,-2.7155869047431003e-08,-2.2109239098624537e-07,-6.265466190349169e-07,1.0168737542996439e-07,-3.494452838069092e-07,5.3044560068094515e-08,1.0248317805500641e-07,1.372844166399561e-07,1.5542665419625847e-06,-3.7104717610011522e-06,1.0970125771791462e-06,4.541499557648345e-07,-3.487062099069029e-07,3.207141760735036e-06,5.865912791858625e-07,3.1200683330986186e-07,1.6264747410079586e-05,7.846150051465898e-05,5.2898785248845806e-05,1.7862971987644457e-05,0.00012015352367095267,0.00016917555775837682,1.846889492378404e-05,1.8557068391828478e-05,9.434608016078906e-08,-3.4966777506944305e-06,-1.7763855302632524e-06,-7.44754831792786e-07,-3.862863518753545e-07,8.480810001255334e-06,1.7509348559662682e-06,1.0177140815807067e-06,1
-2.734470525117614e-05,-2.8187968668717032e-05,-3.2925356107651255e-05,-2.9994764272022664e-05,-3.076567614093e-05,-3.327802599180333e-05,-3.039446757057416e-05,-3.49870573995763e-05,4.541085442501063e-05,4.385038394265264e-05,5.400303794009986e-05,4.7372640263160394e-05,6.378705065809636e-05,6.541990316627188e-05,5.618148618669347e-05,3.80976919393315e-05,-2.5008075796512155e-05,-3.088858875063172e-05,-2.4982522236935322e-05,-3.247979345857647e-05,-2.517095962451074e-05,-3.2683580472881424e-05,-3.975422629557931e-05,-3.6405995417648924e-05,4.650638383051476e-07,1.341116007072618e-08,-1.7732984131675873e-08,-4.161762642796902e-07,2.272062947010481e-07,-5.238654433580151e-07,1.047863914027182e-07,-1.305986843807543e-07,6.222370073998258e-06,5.803907000977012e-06,7.447559285718387e-06,6.884421998431305e-06,9.00750615806377e-06,9.967222692163298e-06,6.7235030323589404e-06,4.9403708398972365e-06,3.0114133284717003e-07,-3.835804008747973e-08,2.900220945985032e-08,-2.7480264868172875e-08,2.1298263481852755e-08,-3.4293776181579914e-07,-8.770708244185718e-09,2.1542422650490202e-09,-1.582855006990907e-07,5.5068621739722346e-08,9.265083032566037e-07,-2.0538435629503722e-06,-1.0617146801371791e-06,-1.9512796966141246e-06,-1.5286686467161484e-06,6.02664052021329e-07,2.1690538825470686e-05,2.6600670044536768e-05,2.7284294251334865e-05,2.3886688950386817e-05,3.157282049139433e-05,4.3037940207440686e-05,2.6506770042386413e-05,1.952126910784948e-05,-1.0222136803294856e-07,6.746069859301891e-08,-2.258380052697285e-07,-5.538020030062318e-07,1.7899827097112829e-06,-1.781884025235826e-06,-7.387204514097576e-08,-6.864471442777385e-07,1
-3.1454172257903085e-05,-1.2972631672051261e-05,-6.217208042232695e-05,3.860897688640358e-07,-3.2166627967629626e-06,-4.541023071670159e-05,-1.1164884044446643e-05,-2.818025090681303e-05,7.268094201900626e-05,0.00011358771683199286,0.0003518746923813718,0.0002175742590351473,0.0001948350741095913,0.0003227994417402741,8.66485575648536e-05,7.533991159104959e-05,-4.4784302794343455e-05,-1.1725670458791462e-05,-0.00015795540000583844,3.485356491658192e-05,-7.738123795925002e-07,-0.00011917872299068922,-1.559850993256967e-05,-1.6210448021507296e-05,-4.6601768140843436e-07,-4.131690976282442e-08,9.75690413821757e-07,-2.1847913944963787e-07,-6.839942052988789e-07,-2.5173136871099803e-06,-4.044023334339523e-09,-2.9639998703040434e-07,1.0689848381787972e-05,1.6859250786389118e-05,5.788170709130633e-05,3.7228445484163844e-05,3.4081988426774424e-05,4.940060535558606e-05,1.3107952005932669e-05,9.319913532354555e-06,-1.7492531111296775e-07,9.273630814319992e-07,1.7111761072089822e-06,1.2093572519055465e-07,-1.0320044670615476e-08,-2.5718744951192764e-06,-5.445785565621994e-08,-1.9779891560618635e-07,-1.2429811717686112e-06,3.817488404689388e-06,1.3501792105759922e-05,8.229475662513531e-06,3.2156271466234973e-06,-1.748732728585685e-05,-1.9457583199480174e-07,3.203915037752543e-06,3.8669517819035736e-05,6.126786074321323e-05,0.00014867137351729848,0.00013233757845121765,0.00010041499349059564,0.0001496503290992195,4.0744655011720734e-05,3.7546679749626225e-05,-4.578122633923458e-06,1.2774544713270681e-05,1.3532626185528336e-05,1.2794731797458785e-05,3.243923841271678e-06,-2.6823135610833402e-05,1.8525104899029273e-07,3.839679934513515e-06,1
