mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,var1,var2,var3,var4,var5,var6,var7,var8,std1,std2,std3,std4,std5,std6,std7,std8,max1,max2,max3,max4,max5,max6,max7,max8,target
1.7513859301850592e-05,1.930202658120475e-05,2.6217412888428152e-05,2.508353284946748e-05,2.118602444465392e-05,2.2860489521475545e-05,1.75380525968518e-05,1.8862940270839254e-05,1.0355990098597233e-10,1.4911273140192698e-10,2.5673083763170784e-10,2.1378185971588825e-10,1.4650799376223747e-10,1.8540906012749992e-10,1.0471066800120634e-10,1.0080246924692234e-10,1.0176438521701604e-05,1.2211172400794568e-05,1.6022822399056536e-05,1.4621281055909165e-05,1.2104048651680042e-05,1.3616499554859903e-05,1.023282307094217e-05,1.0040043289096036e-05,3.361165048543701e-05,3.988349514563121e-05,5.355339805825262e-05,5.079611650485456e-05,4.133980582524286e-05,4.638834951456328e-05,3.631067961165062e-05,3.5825242718446724e-05,1
2.078160848980604e-05,5.1693295785023374e-05,0.0001562490588623463,5.668932558835512e-05,2.4817903484472993e-05,1.8193663338986123e-05,1.6831288894345412e-05,1.9704323938582406e-05,1.4878815553959254e-10,8.114024979174858e-10,7.5550094839392e-09,1.0987083327406525e-09,2.3957285662584855e-10,1.1513041923281174e-10,9.221227141663178e-11,1.471184457447592e-10,1.2197875041973194e-05,2.8485127661948188e-05,8.691955754569394e-05,3.314676956719391e-05,1.547814125229023e-05,1.07298843997879e-05,9.6027220836923e-06,1.2129239289615783e-05,4.030470914127473e-05,0.00010264819944598357,0.00030688088642659027,0.00011541274238227216,5.2354570637119385e-05,3.757894736842153e-05,3.252631578947348e-05,4.013850415512469e-05,1
1.7895513524707353e-05,2.210573450895336e-05,2.5528597114162043e-05,2.0320305781961494e-05,1.9580797836375686e-05,2.356949970307744e-05,2.1926936543659597e-05,2.3148432346289286e-05,9.79268185443813e-11,1.6492976151988082e-10,2.566786856380904e-10,1.6106448162161414e-10,1.314880726303166e-10,1.6429319226738576e-10,1.4100371909555545e-10,1.599290644316383e-10,9.895798024635573e-06,1.2842498258511886e-05,1.6021194887962957e-05,1.2691118217935493e-05,1.1466824871354606e-05,1.281769059805181e-05,1.1874498688178607e-05,1.26463063552817e-05,3.5131845841784275e-05,4.356997971602333e-05,5.539553752535434e-05,4.3691683569979e-05,3.878296146044541e-05,4.679513184584104e-05,4.129817444218969e-05,4.2738336713994865e-05,1
2.1929258206549467e-05,3.3062033993882304e-05,3.4859422081213635e-05,2.7339108628909545e-05,2.635882969452217e-05,1.5633871560312457e-05,1.9725163191141588e-05,1.9467795381662255e-05,1.6351900168821182e-10,3.2385762789731965e-10,3.7010570567494926e-10,2.1392009886925088e-10,1.9385917333868522e-10,8.854052567180418e-11,1.2521991719214933e-10,1.2169304770348354e-10,1.2787454855764373e-05,1.7996044784822015e-05,1.923813155363455e-05,1.462600761893863e-05,1.3923331976889914e-05,9.409597529746115e-06,1.1190170561352017e-05,1.1031457188580461e-05,4.371121718377061e-05,6.112768496419943e-05,6.49403341288775e-05,4.892004773269631e-05,4.8400954653937225e-05,3.293556085918874e-05,4.0131264916467383e-05,3.837708830548896e-05,1
1.827673684461539e-05,2.404004479598328e-05,2.6894624764936468e-05,2.0363569274740938e-05,2.0984161766685124e-05,1.9788189040342005e-05,1.8709108610859825e-05,1.8166791885800272e-05,1.0257271366950736e-10,1.8647468703895375e-10,2.648243475802577e-10,1.6813410677459777e-10,1.240942507119624e-10,1.381534524960413e-10,1.1056158711128833e-10,1.1771355536812682e-10,1.0127818801178631e-05,1.3655573478948212e-05,1.6273424580593284e-05,1.2966653645971954e-05,1.1139759903694622e-05,1.1753869681770395e-05,1.0514827012903651e-05,1.0849587797152795e-05,3.450095359186298e-05,4.640178003814407e-05,5.4888747616020835e-05,4.464717101080775e-05,3.944055944055977e-05,4.0050858232676764e-05,3.814367450731122e-05,3.678957406230165e-05,1
1.9191928767442443e-05,3.1380125863671056e-05,4.1356347445350555e-05,2.8956465152471186e-05,2.4652610935505036e-05,1.9184137583034193e-05,1.702972203542453e-05,2.0396283930904276e-05,1.2502664942591587e-10,3.429998875032683e-10,5.947921814563358e-10,2.337120029812365e-10,1.3257411800398125e-10,1.3837748831719162e-10,9.847021235809572e-11,1.549602923981872e-10,1.1181531622542409e-05,1.8520256140325606e-05,2.4388361598441495e-05,1.5287642165528226e-05,1.1514083463479899e-05,1.176339612174952e-05,9.923215827447055e-06,1.2448304800180111e-05,3.827882960413086e-05,6.464716006884737e-05,8.519793459552493e-05,5.5662650602410166e-05,4.530120481927769e-05,4.1101549053356144e-05,3.3597246127366376e-05,3.99655765920829e-05,1
1.718485746435552e-05,2.613841454816154e-05,3.1858608784573695e-05,3.340762450824523e-05,1.892086938253604e-05,1.6913230580915563e-05,1.6292447246415097e-05,1.8432568365979622e-05,9.41712287970027e-11,2.0750818619994022e-10,2.7318578706398774e-10,3.032736413245452e-10,1.2117223596344464e-10,1.071532909031608e-10,6.654788680230045e-11,1.0578536642529771e-10,9.704186148101381e-06,1.4405144435233554e-05,1.6528332857974143e-05,1.7414753553368054e-05,1.1007826123419857e-05,1.0351487376370644e-05,8.157688814995363e-06,1.0285201331296228e-05,3.4084231145935536e-05,5.140548481880461e-05,6.10871694417229e-05,6.215964740450427e-05,3.6963761018609436e-05,3.461312438785524e-05,2.900097943192998e-05,3.5759059745347823e-05,1
1.7212945332845007e-05,2.7385170039396053e-05,3.329543270154937e-05,2.9652505316576448e-05,1.842995068887843e-05,1.6240118047222978e-05,1.3789353289802484e-05,1.6055186166176683e-05,1.0343484210631488e-10,2.0004264379009689e-10,2.859688765289205e-10,2.1756017473922167e-10,1.0969370740793254e-10,9.858901290033465e-11,6.029660678869267e-11,9.163033231732188e-11,1.0170292134757727e-05,1.414364322903038e-05,1.6910614315539236e-05,1.4749921177390124e-05,1.0473476376444096e-05,9.929200013109547e-06,7.76508897493729e-06,9.572373389986513e-06,3.4246088193456624e-05,5.0633001422474776e-05,6.125889046941686e-05,5.376955903271691e-05,3.806543385490752e-05,3.403271692745409e-05,2.7823613086771144e-05,3.247510668563312e-05,1
1.5960292083948255e-05,2.3201246772621215e-05,3.722668483844834e-05,4.08627759775561e-05,2.708890684861772e-05,2.1778807123561817e-05,1.4221205988092521e-05,1.469290867113758e-05,7.219477616759165e-11,2.1954689229585857e-10,4.809790995002754e-10,5.350914702430925e-10,2.1473865707973873e-10,1.0518188036460055e-10,8.155363462605116e-11,7.721895858576088e-11,8.496750918297632e-06,1.4817114843850627e-05,2.1931235703905867e-05,2.3132044229663153e-05,1.465396386919726e-05,1.025582177909701e-05,9.030705101267075e-06,8.787431853833114e-06,3.090525045262553e-05,4.935425467712784e-05,7.308992154496153e-05,7.806879903440034e-05,5.047676523838313e-05,3.778515389257727e-05,2.965600482800272e-05,3.090525045262549e-05,1
1.6967002767982927e-05,2.6416065612356835e-05,3.837456267853915e-05,3.4118532647985954e-05,1.8194422154869353e-05,1.3360355940311738e-05,1.7169122086242853e-05,1.496493021961968e-05,8.191499158871377e-11,2.3381936944379224e-10,5.331483185835728e-10,3.6845873025851164e-10,1.0774269977003503e-10,6.826862259452236e-11,8.623384942922795e-11,7.002050945536498e-11,9.050690116710094e-06,1.5291153306529638e-05,2.3090004733294724e-05,1.9195278853366825e-05,1.0379918100352962e-05,8.26248283474903e-06,9.286218252293446e-06,8.367825849966344e-06,3.156316916488184e-05,5.13704496788002e-05,7.728051391862863e-05,6.57387580299777e-05,3.5010706638115134e-05,2.794432548179829e-05,3.316916488222633e-05,2.931477516059917e-05,1
2.0172312031430587e-05,2.8740448385236898e-05,2.5137101715686614e-05,2.4627385650951972e-05,2.3368453539504388e-05,2.3911251081315256e-05,2.0517611916090373e-05,1.6506226571511133e-05,1.580131763947744e-10,2.9151400511867355e-10,2.3319919876264677e-10,2.0854005590268108e-10,1.9298564076715055e-10,1.758144856825226e-10,1.2044918075590086e-10,9.604452064414983e-11,1.257032920789167e-05,1.707378121912875e-05,1.5270861100889064e-05,1.444091603405688e-05,1.3891927179738257e-05,1.32595054840866e-05,1.0974934202805084e-05,9.800230642395608e-06,4.170955882353052e-05,5.7169117647060274e-05,5.356617647058936e-05,5.0459558823530635e-05,4.52573529411774e-05,4.840073529411872e-05,4.0863970588236415e-05,3.3639705882353736e-05,1
1.716457371382798e-05,3.3086425844073825e-05,2.6982858779131748e-05,2.3614099546583363e-05,2.2454505967358314e-05,1.802414030281297e-05,1.665124643636925e-05,1.7992458211079095e-05,1.0165451586045922e-10,3.445972541346933e-10,2.0652468458331786e-10,1.931227766382069e-10,1.6085377326291578e-10,1.1352126191919248e-10,9.660637359527548e-11,1.2302790973992998e-10,1.0082386416938165e-05,1.8563330900856488e-05,1.4370966724034882e-05,1.3896862114815953e-05,1.2682814090844184e-05,1.0654635700914062e-05,9.828854134398144e-06,1.1091794703289904e-05,3.487223168654177e-05,6.442930153322e-05,5.001703577512792e-05,4.645655877342439e-05,4.488926746166955e-05,3.6422487223168763e-05,3.4446337308347386e-05,3.59114139693357e-05,1
1.8852259028419087e-05,2.249034959474703e-05,2.4119681055709374e-05,2.20047674925618e-05,2.305414486508665e-05,1.6703296527136564e-05,1.8235643018364653e-05,1.7356237816764184e-05,1.0954516787352374e-10,1.6916579288365295e-10,1.8494345300352312e-10,1.7438795692479515e-10,2.6935650766250603e-10,8.836664809526258e-11,1.1891423628281274e-10,9.742760439772447e-11,1.0466382750192339e-05,1.3006375086228021e-05,1.3599391640934647e-05,1.3205603239715904e-05,1.6412084196180143e-05,9.400353615437165e-06,1.0904780432581516e-05,9.870542254492631e-06,3.62719298245612e-05,4.557017543859593e-05,4.631578947368326e-05,4.471491228070145e-05,5.7083333333332916e-05,3.166666666666664e-05,3.6293859649122584e-05,3.33552631578946e-05,1
1.865728903715606e-05,2.3146051303696238e-05,2.470553539879279e-05,2.1048259889665384e-05,2.3154898634480758e-05,1.772886042591652e-05,1.9300898531667797e-05,1.604491846657088e-05,9.110181136417072e-11,1.523091230480013e-10,2.6744160712101545e-10,1.6522070835950303e-10,1.6386886005054217e-10,1.3239523886768248e-10,1.410205639196639e-10,9.12849510731059e-11,9.544726887877448e-06,1.234135823351714e-05,1.6353642013967882e-05,1.2853820768919373e-05,1.2801127296083817e-05,1.150631300059591e-05,1.1875207952691351e-05,9.554315834904449e-06,3.578347578347582e-05,4.492877492877498e-05,5.1595441595441654e-05,4.276353276353281e-05,4.621082621082626e-05,3.7264957264957305e-05,3.8062678062678104e-05,3.213675213675217e-05,1
4.4738156533498346e-05,2.5646369502172262e-05,3.314394023198901e-05,9.707978935705385e-05,0.0001810833615789464,2.2771122482121206e-05,1.5358038583359256e-05,1.8837032254867095e-05,6.477176177769679e-10,2.4814035397285174e-10,4.1210789767064894e-10,2.781143640810632e-09,1.1305318460330932e-08,1.8584705576200666e-10,7.559738015605172e-11,1.0552613681130109e-10,2.545029700763761e-05,1.5752471360800873e-05,2.0300440824539966e-05,5.2736549382858106e-05,0.00010632647111764282,1.3632573336021584e-05,8.694675391068474e-06,1.0272591533362021e-05,8.902634054562706e-05,5.637347130762084e-05,6.980714957667126e-05,0.0001861241768579507,0.00036001411100658535,4.564910630291682e-05,3.095954844778898e-05,3.6745061147695436e-05,1
6.818191964285734e-05,3.269043367346903e-05,4.144183673469356e-05,9.724554634353746e-05,0.00017389334608843533,2.2453730867346688e-05,1.8699649234693704e-05,2.0803358843537205e-05,1.623623746128957e-09,3.75109280354156e-10,7.045892213147384e-10,3.6869107592019586e-09,1.2664059650564192e-08,1.6396037183250268e-10,1.1078511762038035e-10,1.65625837127047e-10,4.029421479727527e-05,1.9367738132114343e-05,2.6544099557429678e-05,6.071993708166996e-05,0.0001125347042052548,1.280470116139001e-05,1.0525450946177098e-05,1.2869570199779284e-05,0.00013653571428571553,6.871428571428476e-05,8.964285714285715e-05,0.0001935892857142859,0.00038667857142857053,4.619642857142775e-05,3.6267857142856526e-05,4.324999999999931e-05,1
7.447763643980992e-05,2.739023880485952e-05,4.183878691750587e-05,9.325994447641454e-05,0.0001515699298463606,2.5364448681720785e-05,1.6804740786549267e-05,1.858861489746102e-05,1.8303249992211564e-09,2.781889614713555e-10,5.266676052943794e-10,2.7984804366389815e-09,1.055578258520904e-08,2.1451359454668608e-10,9.496437491469785e-11,1.300216711208727e-10,4.278229773190258e-05,1.6678997615904726e-05,2.294923975417006e-05,5.2900665748542156e-05,0.00010274133824906623,1.464628261869496e-05,9.744966645130082e-06,1.1402704552906416e-05,0.00014529610829103123,5.634517766497605e-05,8.153976311336755e-05,0.0001890186125211489,0.000305109983079526,4.9644670050762536e-05,3.350253807106672e-05,3.8104906937395206e-05,1
5.37541438042979e-05,3.0082114007010834e-05,4.0314301999186726e-05,0.00011230351064370373,0.00013384504553421749,2.258792485901505e-05,1.5078049585936975e-05,2.0855076398414622e-05,1.3160909999330613e-09,3.041324299490871e-10,5.348059410238122e-10,4.026430790595194e-09,6.588184611042779e-09,1.9362456733340989e-10,9.042405113856914e-11,1.6089404704706538e-10,3.6277968519930405e-05,1.7439393049905354e-05,2.3125871681383432e-05,6.345416290989263e-05,8.116763277959251e-05,1.3914904503208417e-05,9.50915617384472e-06,1.2684401722078396e-05,0.00012277777777777827,5.9305555555554294e-05,8.094135802469158e-05,0.00022520061728395247,0.00028555555555555436,4.834876543209766e-05,3.146604938271553e-05,4.216049382715968e-05,1
1.6243622096557204e-05,2.0165986194068606e-05,2.533236146233254e-05,2.3233210320728745e-05,1.5445275680682457e-05,1.7342435288691015e-05,1.6379685289724873e-05,1.51276558072989e-05,6.789005501516187e-11,1.5298928681390563e-10,2.3391145927484706e-10,1.9428887144054979e-10,7.641570187756275e-11,9.9077224159686e-11,8.349791505630342e-11,8.247229395388594e-11,8.239542160530636e-06,1.236888381439108e-05,1.529416422282849e-05,1.393875430017151e-05,8.74160751106813e-06,9.953754274628543e-06,9.137719357493062e-06,9.081425766579053e-06,3.0202329858981668e-05,4.241569589209029e-05,5.249540159411366e-05,4.9497240956468344e-05,3.082771305947226e-05,3.4616799509502956e-05,3.2170447578172386e-05,3.1820968730839514e-05,1
1.819417924858635e-05,2.4791613704124154e-05,4.484187206230323e-05,6.473491283727178e-05,2.4038069369436332e-05,1.903555050981977e-05,1.6121677683582906e-05,1.7659170919585497e-05,9.594549325821681e-11,1.9783284508241638e-10,6.703641065098702e-10,1.3008022963353386e-09,2.1770813260647303e-10,1.1388671668440034e-10,9.160388761796884e-11,1.0134805411476275e-10,9.79517704067756e-06,1.4065306434003362e-05,2.589139058663845e-05,3.6066636886953274e-05,1.4754935872665561e-05,1.0671771956165496e-05,9.570991987143697e-06,1.0067177067816119e-05,3.472964169381138e-05,4.829315960912034e-05,9.39674267100983e-05,0.00012820846905537529,4.758957654723104e-05,3.7758957654723e-05,3.304885993485364e-05,3.51791530944629e-05,1
1.7356378279599726e-05,2.0583985821012455e-05,3.972539006395657e-05,6.286827333071174e-05,2.190681472708085e-05,1.703472234862516e-05,1.4590459830788297e-05,1.4917538284662357e-05,1.1563788433974356e-10,1.3498094319617378e-10,4.3854146203649417e-10,1.1009155934298775e-09,1.3591606323446366e-10,9.039244515702087e-11,7.861897987731989e-11,8.054174443745523e-11,1.0753505676742982e-05,1.1618129935414468e-05,2.0941381569430757e-05,3.318004812277821e-05,1.1658304475114023e-05,9.507494157611714e-06,8.866734453975708e-06,8.974505247502796e-06,3.573845152895181e-05,3.938841899804741e-05,7.590761223161953e-05,0.00011713077423552417,4.12231620039029e-05,3.4294079375405805e-05,3.021470396876978e-05,3.128822381262131e-05,1
1.7143978364323362e-05,2.3795205803753964e-05,3.6027936986894986e-05,2.7404489242349904e-05,1.770182250078228e-05,1.5273952924748374e-05,1.6470871285380486e-05,1.5802097761798787e-05,9.975394215669687e-11,1.9050662370828466e-10,4.893176472890151e-10,1.9543171216520575e-10,9.346553832967123e-11,8.560689982845975e-11,9.544169716821956e-11,8.060827091247002e-11,9.98768953045182e-06,1.3802413691390527e-05,2.2120525474974936e-05,1.3979689272841715e-05,9.667757668129214e-06,9.252399679459365e-06,9.769426655040691e-06,8.978210897081335e-06,3.4640226628894674e-05,4.949575070821512e-05,7.660623229461761e-05,5.337110481586381e-05,3.4946175637393586e-05,3.16657223796029e-05,3.3229461756373694e-05,3.2056657223795595e-05,1
1.791575307809074e-05,3.7623959457126096e-05,4.457379533553349e-05,3.0026938595869592e-05,2.182047223505741e-05,3.123817241699348e-05,1.759760219800184e-05,2.2917319942794122e-05,1.0755601964877645e-10,4.501290781616512e-10,6.461334929277183e-10,2.7456846493375643e-10,1.268526446828084e-10,4.0144643050738867e-10,1.067418549106809e-10,1.7804282823587587e-10,1.037092183216017e-05,2.1216245618903717e-05,2.541915602312001e-05,1.657010757158071e-05,1.1262887937061631e-05,2.0036128131637325e-05,1.0331594983867733e-05,1.3343269023589229e-05,3.519980019979969e-05,6.954545454545354e-05,8.493506493506362e-05,5.652347652347591e-05,4.086413586413521e-05,6.0434565434565e-05,3.3941058941058556e-05,4.278221778221704e-05,1
1.8687794530202507e-05,3.882824772091799e-05,3.6729188835606535e-05,6.090463094761017e-05,3.936236370420533e-05,1.8314930234057804e-05,1.758972374621675e-05,1.7403308872643143e-05,8.328323316507058e-11,3.9997978302816936e-10,4.172173610164939e-10,9.606826372373938e-10,4.1769733473191075e-10,1.1405430548949562e-10,8.74918499860521e-11,1.287701332415922e-10,9.125964779960012e-06,1.999949456931773e-05,2.0425899270692927e-05,3.099488082308744e-05,2.0437645038798153e-05,1.0679621036792253e-05,9.353707820220391e-06,1.1347692859854473e-05,3.4293680297397495e-05,6.853159851301177e-05,7.009293680297423e-05,0.00010639405204461071,6.821561338290019e-05,3.691449814126397e-05,3.4795539033456916e-05,3.7918215613382934e-05,1
1.7744923904247058e-05,3.527027436238778e-05,3.682540527840846e-05,2.494980029759555e-05,1.751101365285702e-05,2.0912083953324228e-05,1.7850732242148796e-05,1.583058970945239e-05,1.0345663573758018e-10,4.07275787688851e-10,4.99134450877068e-10,2.3047359816855697e-10,1.1118294188112907e-10,1.6577623399141666e-10,9.53130400548868e-11,8.375234165771563e-11,1.0171363514179414e-05,2.0181074988435355e-05,2.234131712493845e-05,1.5181356927776812e-05,1.0544332215988315e-05,1.2875411993074889e-05,9.762839753621218e-06,9.151630546395305e-06,3.550442477876052e-05,7.258407079646046e-05,7.736283185840709e-05,5.376991150442416e-05,3.6761061946902146e-05,4.410619469026482e-05,3.407079646017654e-05,3.226548672566327e-05,1
1.616164604660389e-05,3.992611427319362e-05,4.1841690913074624e-05,2.8469657807173395e-05,1.7976091597918783e-05,2.061738531151738e-05,1.8017251043317252e-05,1.4888187328342866e-05,1.1182387898652822e-10,5.917473808449583e-10,6.152948969746535e-10,3.198705653403204e-10,1.0204109784165354e-10,1.6262706764548675e-10,1.2695176424197602e-10,7.30758610944703e-11,1.0574681034741816e-05,2.4325858275607837e-05,2.48051385195619e-05,1.7884925645367397e-05,1.0101539379800168e-05,1.2752531813153291e-05,1.1267287350643721e-05,8.548442027321137e-06,3.428329571106084e-05,8.141647855530538e-05,8.693566591422163e-05,6.0220090293453584e-05,3.551918735891601e-05,4.2274266365688325e-05,3.5468397291196116e-05,3.069413092550736e-05,1
1.926451744345033e-05,2.9767638019808292e-05,3.787186850151663e-05,3.3114751224039045e-05,4.844733376234563e-05,2.0583301659772038e-05,1.5916517427800616e-05,1.710178001309654e-05,1.3024233375800428e-10,3.2085915618514827e-10,5.024041155357688e-10,3.6953493774782676e-10,7.498515154570135e-10,1.493606574935852e-10,8.469103132547488e-11,9.202193608493555e-11,1.1412376341411295e-05,1.7912541868343206e-05,2.241437296771357e-05,1.9223291543016944e-05,2.7383416796612755e-05,1.2221319793442328e-05,9.202773023685571e-06,9.592806475945167e-06,3.993528740007736e-05,6.143890369242575e-05,7.75866006851933e-05,6.50818424057872e-05,9.390559573658341e-05,4.398934145413115e-05,3.1221926151504356e-05,3.271792919680299e-05,1
