mean1,mean2,mean3,mean4,mean5,mean6,mean7,mean8,std1,std2,std3,std4,std5,std6,std7,std8,RMS1,RMS2,RMS3,RMS4,RMS5,RMS6,RMS7,RMS8,mav11,mav12,mav13,mav14,mav15,mav16,mav17,mav18,target
2.8594870606863834e-05,3.413210746240866e-05,3.949346954457166e-05,3.817440874420771e-05,3.4155782912671604e-05,3.8862687905423266e-05,3.10148398444546e-05,3.0411115862749544e-05,2.2773834894367407e-05,2.752670250795648e-05,3.326410603595882e-05,2.9379518535965655e-05,2.4203609437140908e-05,2.963308445499774e-05,2.2920738729855002e-05,2.2776523360715998e-05,0.005347417190276427,0.005842269033723854,0.006284382988374567,0.006178544225317782,0.005844294902952075,0.006233994538449907,0.00556909686075351,0.00551462744550795,2.8594870606863834e-05,3.413210746240866e-05,3.949346954457166e-05,3.817440874420771e-05,3.4155782912671604e-05,3.8862687905423266e-05,3.10148398444546e-05,3.0411115862749544e-05,1
3.253263004040489e-05,7.412191591070706e-05,0.00022088679358177728,7.985892055877966e-05,3.928726369100751e-05,3.171489244908617e-05,2.7923982122042353e-05,3.413927240130402e-05,2.687583185039474e-05,6.780596641194573e-05,0.00020691850581910917,7.972621472597644e-05,3.4674673871781354e-05,2.3531991252750728e-05,2.1442455377652896e-05,2.582538787441748e-05,0.005703738251393107,0.008609408569158922,0.014862260715711364,0.008936381849427634,0.006267955303845706,0.0056315976817494845,0.005284314725869605,0.005842882199848292,3.253263004040489e-05,7.412191591070706e-05,0.00022088679358177728,7.985892055877966e-05,3.928726369100751e-05,3.171489244908617e-05,2.7923982122042353e-05,3.413927240130402e-05,1
2.9516066305113984e-05,3.6148130821146396e-05,4.6502026491811765e-05,3.6360286363041635e-05,3.1304402354940005e-05,3.9512059690421473e-05,3.420464501215046e-05,3.6095826546274714e-05,2.3090705016815074e-05,2.512854016631504e-05,3.150504489357863e-05,2.93753114190035e-05,2.4009994123589763e-05,3.0489408345872726e-05,2.53207474256148e-05,2.6533154130004446e-05,0.005432869067547458,0.006012331562808757,0.006819239436462967,0.006029949117782142,0.005595033722413119,0.00628586188922581,0.0058484737335607875,0.006007980238505676,2.9516066305113984e-05,3.6148130821146396e-05,4.6502026491811765e-05,3.6360286363041635e-05,3.1304402354940005e-05,3.9512059690421473e-05,3.420464501215046e-05,3.6095826546274714e-05,1
3.6501104285181315e-05,4.8238618234093024e-05,4.897449292088209e-05,3.790666662956522e-05,4.111647696662889e-05,2.7564031291978536e-05,3.302654583134086e-05,3.087572796138443e-05,2.6269391502003463e-05,3.657449579256997e-05,4.300426499235332e-05,3.135093939056838e-05,3.180716545506858e-05,2.1112018463457194e-05,2.6554294154556365e-05,2.3157494217654887e-05,0.006041614377397925,0.006945402668966935,0.006998177828612394,0.006156839012802367,0.006412213109888729,0.005250145835305771,0.0057468727001161995,0.005556593197399323,3.6501104285181315e-05,4.8238618234093024e-05,4.897449292088209e-05,3.790666662956522e-05,4.111647696662889e-05,2.7564031291978536e-05,3.302654583134086e-05,3.087572796138443e-05,1
2.9228921712953295e-05,3.846716132372099e-05,4.206235736431633e-05,3.583097885510986e-05,3.328732793794311e-05,3.3055032311779847e-05,3.148365321874464e-05,3.2254012911217004e-05,2.0872205885704887e-05,3.354193504527201e-05,3.584785132956927e-05,3.129502428906423e-05,2.554548624394561e-05,2.508256050902524e-05,2.5094305030034194e-05,2.280099712358248e-05,0.005406377873674138,0.006202190042535055,0.006485549889124,0.005985898333175219,0.005769517132130132,0.00574935059913551,0.005611029604158638,0.005679261651941827,2.9228921712953295e-05,3.846716132372099e-05,4.206235736431633e-05,3.583097885510986e-05,3.328732793794311e-05,3.3055032311779847e-05,3.148365321874464e-05,3.2254012911217004e-05,1
3.229966348395126e-05,4.850185025571289e-05,6.332246688894882e-05,4.1810450573518594e-05,3.790579487485e-05,3.425249353980631e-05,2.8302601785468487e-05,3.3948909698025575e-05,2.478362215252883e-05,3.8268263162643864e-05,5.4581290862742445e-05,3.403073495152596e-05,3.371224934989335e-05,2.3958155074366847e-05,2.154537598023894e-05,2.262027995809427e-05,0.005683279289631231,0.00696432697794359,0.007957541510350344,0.006466100105435934,0.006156768216755443,0.0058525629889652885,0.005320018964765867,0.005826569290588208,3.229966348395126e-05,4.850185025571289e-05,6.332246688894882e-05,4.1810450573518594e-05,3.790579487485e-05,3.425249353980631e-05,2.8302601785468487e-05,3.3948909698025575e-05,1
2.9560206721387117e-05,3.97696175843219e-05,4.601054580356976e-05,4.72577893235588e-05,3.162838271444701e-05,2.9437944738569316e-05,2.6272408566978367e-05,3.158941304566793e-05,2.4236135955862626e-05,3.073449166658879e-05,3.505959632984392e-05,3.905347354838547e-05,2.187442137935017e-05,2.5122380769532676e-05,2.0951612209790783e-05,2.311182012071459e-05,0.005436929898516912,0.0063063156901888365,0.00678310738552544,0.006874430109002404,0.005623911691558377,0.005425674588341004,0.005125661768686885,0.005620445982808476,2.9560206721387117e-05,3.97696175843219e-05,4.601054580356976e-05,4.72577893235588e-05,3.162838271444701e-05,2.9437944738569316e-05,2.6272408566978367e-05,3.158941304566793e-05,1
2.8270305391969714e-05,3.807774982327066e-05,4.4070343238795164e-05,3.865593624064713e-05,3.1456382558253534e-05,2.9139602308272176e-05,2.5138850238277535e-05,2.8190234487147845e-05,2.0444265329943627e-05,3.288487023993792e-05,3.661282245041625e-05,3.132151059005556e-05,2.4332160608693876e-05,2.091864970051166e-05,1.8556154612411625e-05,1.8355001591689924e-05,0.005316982733841602,0.006170717123906318,0.006638549784312471,0.0062173898253726325,0.00560859898354781,0.005398110994437978,0.00501386579779291,0.005309447663095272,2.8270305391969714e-05,3.807774982327066e-05,4.4070343238795164e-05,3.865593624064713e-05,3.1456382558253534e-05,2.9139602308272176e-05,2.5138850238277535e-05,2.8190234487147845e-05,1
2.6525974474600707e-05,4.028035883513634e-05,5.658590449178329e-05,6.185500747808038e-05,4.247586225618656e-05,3.27268379590238e-05,2.6283432639684795e-05,2.7093659159794364e-05,2.1344022110407632e-05,3.399659471104528e-05,4.431205319559812e-05,5.112304612010735e-05,2.9733936276989733e-05,2.7607699771706125e-05,2.0263410532218086e-05,2.1745723743109147e-05,0.005150337316584294,0.006346680930623213,0.007522360300582742,0.007864795450492046,0.006517350861829257,0.005720737536281821,0.005126737036330691,0.005205156977440196,2.6525974474600707e-05,4.028035883513634e-05,5.658590449178329e-05,6.185500747808038e-05,4.247586225618656e-05,3.27268379590238e-05,2.6283432639684795e-05,2.7093659159794364e-05,1
2.8010540479815052e-05,4.2064536037773104e-05,5.778419262743244e-05,5.001855626908898e-05,3.0452082372193294e-05,2.4504800398932318e-05,2.9330468999998674e-05,2.6341465572326792e-05,1.9841860838107586e-05,3.336706475367133e-05,4.5610992781626885e-05,3.824396498605349e-05,2.5454547486854802e-05,1.8406117825924835e-05,1.8065272069503134e-05,2.2574115128284098e-05,0.005292498510138199,0.006485717850614001,0.007601591453599203,0.007072379816517845,0.005518340545145189,0.004950232358074954,0.005415761165339428,0.005132393746813156,2.8010540479815052e-05,4.2064536037773104e-05,5.778419262743244e-05,5.001855626908898e-05,3.0452082372193294e-05,2.4504800398932318e-05,2.9330468999998674e-05,2.6341465572326792e-05,1
3.436552901330205e-05,4.601879250558869e-05,4.269457540167923e-05,4.116467393525429e-05,3.682624344904528e-05,3.919524424736216e-05,3.4798353021507095e-05,2.9665607347997346e-05,2.7190264349135103e-05,4.0336770275057566e-05,3.546898957673247e-05,3.214245681763174e-05,2.7213109143816572e-05,2.933462442981601e-05,2.601676357474252e-05,2.2861429329342382e-05,0.005862211955678679,0.006783715243551184,0.006534108615693438,0.006415970225558586,0.006068463021972308,0.006260610533115932,0.005899012885348455,0.005446614301380018,3.436552901330205e-05,4.601879250558869e-05,4.269457540167923e-05,4.116467393525429e-05,3.682624344904528e-05,3.919524424736216e-05,3.4798353021507095e-05,2.9665607347997346e-05,1
2.92169275734357e-05,5.05871497234637e-05,3.829863122144535e-05,3.735328400096125e-05,3.703949541316696e-05,3.0516126793795692e-05,2.9957478594272965e-05,3.156125928288054e-05,2.3686288833724533e-05,4.2234011604238806e-05,3.109633517397662e-05,3.217289926775132e-05,2.7891528422825595e-05,2.3626382131310306e-05,2.3434401764709283e-05,2.0127260193830276e-05,0.005405268501511807,0.007112464391718506,0.00618858879078626,0.006111733305778423,0.006086008167359535,0.005524140366952644,0.0054733425431150355,0.005617940840101517,2.92169275734357e-05,5.05871497234637e-05,3.829863122144535e-05,3.735328400096125e-05,3.703949541316696e-05,3.0516126793795692e-05,2.9957478594272965e-05,3.156125928288054e-05,1
3.0426672719914665e-05,3.768886763409438e-05,3.8307332078127906e-05,3.6822763422942776e-05,4.869232795304346e-05,2.6517139268257375e-05,3.068129719841305e-05,2.9463417523201324e-05,2.1326811421533665e-05,2.7408123756660165e-05,2.893255130720979e-05,2.630703482444065e-05,4.0808572945779375e-05,2.085698244301982e-05,2.3326405109683734e-05,1.8817706189392096e-05,0.005516037773612021,0.00613912596662541,0.0061892917266944125,0.0060681762847615735,0.006977988818638466,0.005149479514306021,0.0055390700662126535,0.005428021510937602,3.0426672719914665e-05,3.768886763409438e-05,3.8307332078127906e-05,3.6822763422942776e-05,4.869232795304346e-05,2.6517139268257375e-05,3.068129719841305e-05,2.9463417523201324e-05,1
3.0145208753453075e-05,3.618068174585689e-05,3.9046294639996204e-05,3.524691492018787e-05,3.81203607369266e-05,3.245715769753784e-05,3.2637727176408924e-05,2.770834530686161e-05,2.2851636972830305e-05,2.7552689873404994e-05,2.79556009658712e-05,2.3198681853518946e-05,2.445623384779681e-05,2.077208318202497e-05,2.070762257592514e-05,1.7397557564725726e-05,0.005490465258377752,0.006015037967116824,0.006248703436713588,0.0059369112272450114,0.006174168829642303,0.005697118367871414,0.00571294382752088,0.005263871703115645,3.0145208753453075e-05,3.618068174585689e-05,3.9046294639996204e-05,3.524691492018787e-05,3.81203607369266e-05,3.245715769753784e-05,3.2637727176408924e-05,2.770834530686161e-05,1
6.953326617423498e-05,4.526481066577622e-05,5.665346786626502e-05,0.0001401215033448881,0.00027256921609683873,3.799173590266221e-05,2.7688144611736753e-05,3.062384155018673e-05,7.0929130164005e-05,3.9529474851554345e-05,4.357190425940651e-05,0.00012208730388586325,0.00024541585560549256,2.7343987334937633e-05,1.881209126833384e-05,2.298845319522075e-05,0.008338660934120957,0.0067279128015883365,0.007526849796977818,0.011837292906103494,0.01650967038122926,0.0061637436597138115,0.005261952547461517,0.005533881237448698,6.953326617423498e-05,4.526481066577622e-05,5.665346786626502e-05,0.0001401215033448881,0.00027256921609683873,3.799173590266221e-05,2.7688144611736753e-05,3.062384155018673e-05,1
0.00010360172294534614,5.5984845859510335e-05,7.31882618729007e-05,0.0001524050155584305,0.00032232066960040883,3.8194606264445494e-05,3.148235553604625e-05,3.579441443016292e-05,9.682309813324658e-05,4.051394268429743e-05,6.103605645601679e-05,0.00014126180026237842,0.00030866830562255185,3.0443903143603387e-05,2.3251710583862877e-05,2.8542908889587482e-05,0.01017849315691405,0.007482302176436764,0.008555013844109238,0.012345242628576829,0.017953291330572475,0.00618017849778188,0.005610913966195369,0.005982843339931518,0.00010360172294534614,5.5984845859510335e-05,7.31882618729007e-05,0.0001524050155584305,0.00032232066960040883,3.8194606264445494e-05,3.148235553604625e-05,3.579441443016292e-05,1
0.00010920104138363339,4.2781045386589834e-05,6.394739116020751e-05,0.0001394306454610337,0.00024641162014396904,4.1106007280486654e-05,2.849833677692268e-05,3.1351721772154365e-05,9.302400855351492e-05,3.9617191246818014e-05,5.756088354903958e-05,0.00011366418189061933,0.00025611547217084925,3.246649230890849e-05,2.0424378511542686e-05,2.5012977643191324e-05,0.010449930209510176,0.006540722084494175,0.007996711271529535,0.011808075434254038,0.015697503627773716,0.006411396671590883,0.00533838334862931,0.005599260823729715,0.00010920104138363339,4.2781045386589834e-05,6.394739116020751e-05,0.0001394306454610337,0.00024641162014396904,4.1106007280486654e-05,2.849833677692268e-05,3.1351721772154365e-05,1
9.404668401949387e-05,4.712518173448909e-05,6.261604808986591e-05,0.0001725207604271477,0.0002122106317179481,3.911902987890515e-05,2.6675944657377405e-05,3.4667948987804224e-05,9.258862746273893e-05,3.973810480250224e-05,4.393723023761063e-05,0.00015461443754511371,0.0001995887023656704,3.0024624396660043e-05,2.1605481026582777e-05,2.6331902695403502e-05,0.009697766960465376,0.006864778345619696,0.007913030272270282,0.013134715848740227,0.01456745110573391,0.006254520755334109,0.005164876054406089,0.005887949472252987,9.404668401949387e-05,4.712518173448909e-05,6.261604808986591e-05,0.0001725207604271477,0.0002122106317179481,3.911902987890515e-05,2.6675944657377405e-05,3.4667948987804224e-05,1
2.675195626426258e-05,3.547011519037556e-05,4.1780657049781584e-05,3.9940484593583875e-05,2.7800495218464426e-05,3.0508461039316113e-05,2.8768047276459365e-05,2.8020929750524257e-05,2.159060552474893e-05,2.3932358597628212e-05,2.964591924108609e-05,3.6466299398299284e-05,2.132773338169484e-05,2.159532736250341e-05,1.9190576877171596e-05,1.9846627083842358e-05,0.005172229332141275,0.005955679238372023,0.006463795870058211,0.006319848462865536,0.005272617492144146,0.0055234464819817084,0.00536358530056709,0.005293479928225312,2.675195626426258e-05,3.547011519037556e-05,4.1780657049781584e-05,3.9940484593583875e-05,2.7800495218464426e-05,3.0508461039316113e-05,2.8768047276459365e-05,2.8020929750524257e-05,1
2.8682645275683534e-05,3.8774122892657624e-05,7.302773992540203e-05,9.929906906743237e-05,3.918588046578734e-05,3.234290242990869e-05,2.8715392247267153e-05,3.0457815891790544e-05,2.3602588218996337e-05,3.091367437046172e-05,6.630977070889681e-05,7.705839676133453e-05,3.128214969716973e-05,2.3294414374416274e-05,1.9495769487997503e-05,1.8973058194781753e-05,0.005355618103980486,0.006226887094902045,0.008545626947474481,0.009964891824171117,0.006259862655505098,0.005687082066394742,0.005358674486033571,0.00551886001741216,2.8682645275683534e-05,3.8774122892657624e-05,7.302773992540203e-05,9.929906906743237e-05,3.918588046578734e-05,3.234290242990869e-05,2.8715392247267153e-05,3.0457815891790544e-05,1
2.9716025796352818e-05,3.342326773589361e-05,5.7218071557378065e-05,8.382199602818817e-05,3.410810657640328e-05,3.0746843510550335e-05,2.7150656518119263e-05,2.871026663432365e-05,2.177078459528437e-05,2.4509355919280947e-05,4.09533204794877e-05,6.920551387875713e-05,2.8552914563539443e-05,2.4525948878988386e-05,2.144712105746168e-05,2.2742618144458332e-05,0.0054512407575113405,0.005781285993262538,0.007564262790079286,0.009155435327071464,0.005840214600201202,0.005544983634831606,0.005210629186395753,0.005358196210883253,2.9716025796352818e-05,3.342326773589361e-05,5.7218071557378065e-05,8.382199602818817e-05,3.410810657640328e-05,3.0746843510550335e-05,2.7150656518119263e-05,2.871026663432365e-05,1
3.0169428974648692e-05,4.1017717580547734e-05,6.01484678700995e-05,4.236598514916763e-05,3.058374935425019e-05,2.8616714028237356e-05,2.8790580616105874e-05,2.8222616429068822e-05,2.211828155929294e-05,3.228010980979244e-05,4.0818123234391104e-05,3.380680784900479e-05,2.1989187034961922e-05,1.993659190831596e-05,1.8623190598550588e-05,1.928932603871376e-05,0.0054926704775226315,0.006404507598601764,0.007755544330999566,0.006508915819794233,0.005530257620965789,0.005349459227645104,0.005365685474951534,0.0053124962521463315,3.0169428974648692e-05,4.1017717580547734e-05,6.01484678700995e-05,4.236598514916763e-05,3.058374935425019e-05,2.8616714028237356e-05,2.8790580616105874e-05,2.8222616429068822e-05,1
2.9249703497073005e-05,5.447238827812511e-05,6.643199813502411e-05,4.4896983949557294e-05,3.367525895918671e-05,4.931552446344498e-05,2.8804254284718364e-05,3.400803056566027e-05,2.178281960888052e-05,4.88573569398731e-05,4.988217913091871e-05,3.509022902433648e-05,2.7036795140240533e-05,4.9880945028983335e-05,2.2050057192412245e-05,3.575510350470887e-05,0.005408299501421219,0.007380541191411718,0.008150582686840501,0.006700521169995458,0.005803038769402347,0.007022501296791976,0.005366959500938903,0.005831640469512869,2.9249703497073005e-05,5.447238827812511e-05,6.643199813502411e-05,4.4896983949557294e-05,3.367525895918671e-05,4.931552446344498e-05,2.8804254284718364e-05,3.400803056566027e-05,1
2.9595473389965435e-05,5.395805330580067e-05,5.3686714076806725e-05,8.415848860951101e-05,5.507021918751527e-05,3.20413176177829e-05,2.975361920806169e-05,3.3359831296397045e-05,2.2729172851321373e-05,5.2164100974414354e-05,4.6808482144704596e-05,5.951518177156062e-05,4.263156684209836e-05,2.4903238886703264e-05,2.1062442928457217e-05,2.4170703801983534e-05,0.005440172183852772,0.0073456145628395635,0.007327121813973528,0.009173793577877747,0.007420931153670358,0.005660505067375428,0.00545468781948717,0.00577579702693897,2.9595473389965435e-05,5.395805330580067e-05,5.3686714076806725e-05,8.415848860951101e-05,5.507021918751527e-05,3.20413176177829e-05,2.975361920806169e-05,3.3359831296397045e-05,1
3.066435467420692e-05,5.751851071731223e-05,5.881903786524516e-05,4.215690501679783e-05,3.261178953010331e-05,3.615093744557774e-05,2.8938923261586107e-05,2.8292015553622656e-05,2.2817633923391036e-05,4.790633994888706e-05,4.709910534875819e-05,3.5755171770006014e-05,2.2779204425438366e-05,3.1808034595196165e-05,1.9338030913996627e-05,1.9917860034235708e-05,0.005537540489622348,0.007584095906389385,0.007669357069875229,0.006492834898316592,0.005710673299191901,0.0060125649639382476,0.005379490985361543,0.00531902392865671,3.066435467420692e-05,5.751851071731223e-05,5.881903786524516e-05,4.215690501679783e-05,3.261178953010331e-05,3.615093744557774e-05,2.8938923261586107e-05,2.8292015553622656e-05,1
3.0433064978097506e-05,6.383690572564709e-05,6.865190042287304e-05,4.8886105503872565e-05,2.9827614661477465e-05,3.513387495165945e-05,3.076550775887297e-05,2.741247211538374e-05,2.6035187200314692e-05,5.509013436991188e-05,5.049052010744769e-05,3.708140503847051e-05,2.6830752231824806e-05,2.468134339689616e-05,2.2632407151195875e-05,2.257304827450829e-05,0.005516617167984154,0.007989800105487438,0.00828564423704476,0.006991859945956624,0.0054614663471889546,0.005927383482756911,0.00554666636448173,0.005235692133365343,3.0433064978097506e-05,6.383690572564709e-05,6.865190042287304e-05,4.8886105503872565e-05,2.9827614661477465e-05,3.513387495165945e-05,3.076550775887297e-05,2.741247211538374e-05,1
3.31805730507364e-05,4.841524988429203e-05,5.916761250672109e-05,5.080632773765484e-05,7.36238994865515e-05,3.7723454578399036e-05,2.6438964817831145e-05,2.761669961575055e-05,2.329113276246153e-05,3.6217680170232835e-05,4.3598719530318457e-05,4.152184624687181e-05,5.8488903919903087e-05,2.4287754018659782e-05,2.0711540534829856e-05,2.2645096524106678e-05,0.005760258071539538,0.006958106774424494,0.007692048654729187,0.007127855760160614,0.008580437021885977,0.006141942248051428,0.005141883392088073,0.005255159333050764,3.31805730507364e-05,4.841524988429203e-05,5.916761250672109e-05,5.080632773765484e-05,7.36238994865515e-05,3.7723454578399036e-05,2.6438964817831145e-05,2.761669961575055e-05,1
3.1174426104125525e-05,4.612646800032965e-05,6.493060859105474e-05,0.00015232626862842071,7.095686848914253e-05,3.645562987611257e-05,2.549739625353951e-05,2.662843084341974e-05,2.750087900618772e-05,4.386206321866574e-05,5.120887192021628e-05,0.00014731412310761563,6.12879238381353e-05,2.6176684729632042e-05,1.897940190301083e-05,1.9860777668735478e-05,0.005583406317305371,0.006791646928420944,0.008057953126635495,0.012342052853088125,0.008423590000061881,0.0060378497725690865,0.005049494653283585,0.0051602742992422155,3.1174426104125525e-05,4.612646800032965e-05,6.493060859105474e-05,0.00015232626862842071,7.095686848914253e-05,3.645562987611257e-05,2.549739625353951e-05,2.662843084341974e-05,1
3.350939844983241e-05,5.1264981057169614e-05,6.256602542379673e-05,8.476395635279818e-05,4.650264190144831e-05,3.615218919820873e-05,3.154619735554458e-05,2.8397883628283454e-05,2.2465769677671006e-05,4.007668525114702e-05,5.194231283083233e-05,7.110683878157311e-05,3.207750448007535e-05,2.281524185397092e-05,2.0052260518896312e-05,2.0026579391512375e-05,0.005788730296864107,0.007159956777604849,0.007909868862616923,0.009206734293591739,0.006819284559354325,0.006012669057765339,0.0056166001598426584,0.005328966469052274,3.350939844983241e-05,5.1264981057169614e-05,6.256602542379673e-05,8.476395635279818e-05,4.650264190144831e-05,3.615218919820873e-05,3.154619735554458e-05,2.8397883628283454e-05,1
